9.60,-0.29,-2.70,0.02,-0.03,0.02,0.0
9.63,-0.31,-2.70,0.02,-0.03,0.02,0.0
9.61,-0.26,-2.72,0.03,-0.02,0.02,0.0
9.62,-0.34,-2.70,0.03,-0.02,0.02,0.0
9.62,-0.31,-2.66,0.03,-0.01,0.02,0.0
9.61,-0.31,-2.69,0.03,-0.01,0.02,0.0
9.53,-0.29,-2.65,0.03,0.00,0.02,0.0
9.61,-0.35,-2.73,0.03,-0.01,0.03,0.0
9.65,-0.32,-2.70,0.03,-0.01,0.02,0.0
9.63,-0.33,-2.68,0.03,-0.01,0.02,0.0
9.66,-0.34,-2.66,0.03,-0.02,0.02,0.0
9.62,-0.36,-2.60,0.03,-0.02,0.02,0.0
9.63,-0.28,-2.66,0.03,-0.02,0.02,0.0
9.62,-0.32,-2.69,0.03,-0.01,0.02,0.0
9.62,-0.32,-2.67,0.03,-0.01,0.02,0.0
9.60,-0.30,-2.66,0.03,-0.01,0.02,0.0
9.61,-0.32,-2.73,0.03,-0.01,0.02,0.0
9.62,-0.32,-2.66,0.03,-0.02,0.02,0.0
9.61,-0.34,-2.66,0.03,-0.01,0.02,0.0
9.60,-0.35,-2.66,0.03,-0.02,0.02,0.0
9.55,-0.29,-2.70,0.03,-0.02,0.01,0.0
9.58,-0.29,-2.61,0.03,-0.02,0.02,0.0
9.59,-0.29,-2.69,0.03,-0.02,0.03,0.0
9.64,-0.33,-2.70,0.03,-0.02,0.02,0.0
9.61,-0.33,-2.67,0.03,-0.02,0.02,0.0
9.61,-0.35,-2.70,0.03,-0.02,0.02,0.0
9.59,-0.29,-2.70,0.03,-0.02,0.02,0.0
9.54,-0.25,-2.71,0.03,-0.01,0.02,0.0
9.61,-0.34,-2.73,0.03,-0.01,0.02,0.0
9.61,-0.34,-2.71,0.03,-0.02,0.02,0.05111432075500488
9.58,-0.34,-2.70,0.03,-0.01,0.02,0.17203664779663086
9.63,-0.33,-2.70,0.03,-0.01,0.02,0.2661752700805664
9.56,-0.30,-2.67,0.03,-0.01,0.02,0.3756709098815918
9.56,-0.33,-2.72,0.03,-0.02,0.02,0.47398972511291504
9.62,-0.32,-2.77,0.03,-0.02,0.03,0.5823073387145996
9.58,-0.30,-2.69,0.05,0.00,0.04,0.6920957565307617
9.67,-0.35,-2.77,0.04,0.02,0.03,0.8031268119812012
9.69,-0.42,-2.72,0.02,-0.01,0.03,0.8825287818908691
9.03,-0.67,-1.21,-0.52,-0.60,-0.36,1.0077269077301025
10.38,-3.24,3.60,0.71,0.21,0.10,1.1019458770751953
7.79,-1.58,-0.18,0.35,1.10,0.31,1.2115740776062012
8.71,0.85,-7.16,0.96,0.07,0.66,1.2896645069122314
-3.64,-3.27,-2.10,-0.22,-0.41,-0.04,1.4303972721099854
13.76,1.20,-5.12,0.10,-0.14,0.09,1.5088162422180176
